Name,Age,Transaction_ID,Transaction_Time,Amount,Previous_Balance,Current_Balance,Transaction_Frequency_Weekly,Transaction_Type,Device_Type,Is_International,Device_Change,Fraud_Label
Mario Mosley,33,800a6445-afe2-47b3-a2a1-50d7b0584961,2025-07-04 07:06:39,107.32,2551.63,2444.31,16,Transfer,Web,0,0,0
Justin Hughes,24,2aee0ef7-4416-4916-adc7-8befacf8ef37,2025-08-15 00:36:53,2008.8,2939.5,930.7,4,Transfer,Web,0,0,0
Joyce Brewer,51,e8c4c068-7f50-4011-974c-fe44089d312b,2025-07-24 12:44:49,2005.38,17556.11,15550.73,19,Bill Payment,POS,0,1,1
Cheryl Ruiz,56,84371a0d-a678-4893-a2ac-5ad7e967baa7,2025-09-14 17:52:29,129.33,17363.54,17234.21,4,Bill Payment,Web,0,0,0
James Lara,72,389ec91e-0895-46bb-aa17-0b8656582c44,2025-06-26 14:25:29,5661.37,47691.37,42030.0,11,Transfer,POS,0,0,0
Laura Chandler,33,7614026c-668d-4915-b9d2-44fbb2cd9eab,2025-01-08 20:41:10,1308.7,10609.39,9300.69,4,Bill Payment,ATM,0,0,0
Henry Gentry,21,3e61993f-e8a0-41a7-9c91-02d3946428e0,2025-02-05 17:15:32,2164.84,49647.84,47483.0,19,Online Purchase,ATM,0,0,0
Bryan Daniels,34,bdb8cd01-54f4-4485-aa07-72ba02d2f36a,2025-09-27 00:44:31,378.23,15000.36,14622.13,11,Transfer,POS,0,1,1
James Novak,41,f3512571-e1e0-4e89-bb87-2958014df351,2025-05-29 18:25:04,8.1,8048.81,8040.71,6,ATM Withdrawal,Mobile,0,0,0
John Hammond,66,ef32cb49-6a84-44d9-8b0b-93b70be6a935,2025-02-26 07:03:37,2126.72,1963.95,-162.77,18,ATM Withdrawal,Mobile,0,0,0
Victoria Rodriguez,35,fd3699bb-7556-4b54-bff7-c28ded87070f,2025-10-01 02:43:32,645.34,33540.54,32895.2,14,Bill Payment,ATM,0,0,0
Robert Boyd,51,eea83a74-2230-49e7-b922-ba70ef1f5aa8,2025-08-16 16:20:48,7.58,34569.84,34562.26,8,ATM Withdrawal,POS,0,0,0
Jamie Kerr,41,67743347-6a1f-4e0c-87b9-d443ff13b92b,2025-10-09 03:17:00,1712.11,36037.75,34325.64,9,Transfer,Web,0,1,1
Troy Martin,74,12076d03-6ee5-4929-9421-d1c31f721ec2,2025-05-12 18:36:01,499.17,19084.52,18585.35,8,Online Purchase,Web,0,1,1
Ryan Bowen,47,4bc0b19c-4c3c-4a4e-b7ad-fb6aef6f4e44,2025-03-24 00:15:28,5794.26,24509.41,18715.15,13,Transfer,ATM,0,0,0
Brenda Williamson,27,fcc9d300-f2a9-494f-9e06-5ca0fafa3c4d,2025-08-20 22:41:34,2330.86,31658.92,29328.06,5,Online Purchase,ATM,0,0,0
Michael Vaughan,54,a1b5d458-c436-4db9-ba04-ed81bbc4d565,2025-04-09 02:05:51,274.18,29485.05,29210.87,7,ATM Withdrawal,Web,0,1,1
Robert Rich,64,58078da9-5c79-43d1-b87e-cacd4213a309,2025-07-08 06:18:42,252.92,22717.42,22464.5,6,Transfer,ATM,0,1,1
Amy Orozco,46,467b4a61-0c43-40ee-8e0b-3840c5c6f5ad,2025-06-28 15:24:08,62.03,35340.68,35278.65,12,Online Purchase,Web,0,0,0
Valerie Williams,60,f01912c5-351f-478f-a1fe-154754eeb0c9,2025-10-10 07:03:20,2298.19,32087.91,29789.72,17,Transfer,ATM,0,0,0
Aaron Newton,36,2459c2b6-3e3a-479b-a5f5-a6bad70e6fa2,2025-09-12 21:43:18,1366.09,2498.7,1132.61,11,ATM Withdrawal,ATM,0,1,1
Crystal Little,34,fe5b6620-65d2-4019-aa14-75fc0b3b0ac8,2025-07-30 03:27:54,324.84,4874.77,4549.93,4,Transfer,Mobile,0,0,0
Juan Farley,29,785bd5a3-0030-446a-8a27-f94261f8048e,2025-05-24 13:36:11,67.9,32480.23,32412.33,4,Online Purchase,Mobile,0,0,0
Elizabeth Henderson,26,8d5c9e3a-6bfe-4475-b455-e549aca70e32,2025-07-05 02:56:46,1277.69,31753.24,30475.55,12,Transfer,Mobile,0,1,1
Mary Lewis,41,02747a2f-73bd-4136-a27a-b879087ef807,2025-07-06 05:12:59,1931.19,33859.77,31928.58,12,Bill Payment,POS,0,0,0
Vincent Smith,72,a4e6a1a7-3b07-417b-a863-a641c1607025,2025-02-28 18:11:43,66.17,44356.55,44290.38,18,Bill Payment,Mobile,0,0,0
Kimberly Sparks,25,148e8022-f323-4eb9-bd91-d8f8150c45d4,2025-03-26 10:06:53,6084.39,9632.46,3548.07,5,Bill Payment,Web,0,0,0
Daniel Roach,42,e64f2b49-d294-4093-b2f9-f0e6f8c18e38,2025-10-09 23:52:57,5555.98,25950.46,20394.48,9,Online Purchase,Mobile,0,0,0
James Frederick,22,b91db583-7c12-4163-a395-db479e370dc9,2025-08-16 03:54:46,1318.16,28731.07,27412.91,5,ATM Withdrawal,POS,1,0,1
Tom Garcia,36,9d29e1bb-c953-4527-b540-5f2fa0c160e7,2025-10-19 22:25:29,2453.49,25237.87,22784.38,3,ATM Withdrawal,ATM,0,0,0
Derek Wilson,58,8828db9c-6638-4e91-9865-876670892f44,2025-01-13 22:31:19,1419.17,10347.0,8927.83,9,Bill Payment,Mobile,0,0,0
Christine Jordan,72,ab14609f-5519-4235-aa3b-fcf0d2a1c0e0,2025-05-06 02:03:02,3570.7,1984.54,-1586.16,15,Online Purchase,Mobile,0,0,0
Natalie Walker,41,5e14a345-1e4b-40cd-aa52-f7d671be0223,2025-09-01 12:50:04,7401.5,25739.13,18337.63,11,ATM Withdrawal,POS,0,0,0
Deborah Joyce,59,3f155575-b619-449e-85f2-c324c54f8052,2025-05-15 18:14:54,5143.06,39630.15,34487.09,3,Online Purchase,Mobile,0,0,0
Katherine Robinson,21,2e0e9c20-8f10-471a-b352-854eb2607f65,2025-08-06 23:37:54,738.5,43533.13,42794.63,16,Transfer,Mobile,0,0,0
John Thompson,21,846c300f-d942-47a4-bb43-42b265f1f41d,2025-10-08 09:15:13,537.1,10842.68,10305.58,8,Online Purchase,Mobile,0,0,0
Timothy Meyer,51,af10d3d5-d05a-4c28-83d7-31fbe7281111,2025-06-14 05:51:25,484.3,4736.62,4252.32,8,Online Purchase,POS,1,1,1
Kristin Barton,25,9d76d3d1-e197-4a64-ac47-398a6ce1696d,2025-09-20 21:00:09,184.7,40851.2,40666.5,16,Transfer,Mobile,0,0,0
Jordan Costa,30,1a801fc1-abbe-4ffc-b3b3-fadb60558ef5,2025-09-19 11:25:25,428.37,27395.67,26967.3,8,Online Purchase,Mobile,0,0,0
Kristin White,58,fed099fe-259f-4ddc-8b4e-56f658c214b0,2025-04-06 16:29:51,53.97,2532.96,2478.99,16,ATM Withdrawal,ATM,0,0,0
Judy Oconnell,72,e44e1322-d520-4a4b-aa72-eb0461b92a39,2025-05-21 16:40:41,6698.73,5803.93,-894.8,3,Online Purchase,ATM,1,0,1
Steven Holloway,54,d80a3731-ace6-4e32-b02b-8876d115ecd9,2025-09-07 10:57:53,750.71,19151.47,18400.76,9,Bill Payment,POS,0,1,1
Aaron Hall,42,aa51b887-8c79-4cf8-a5e0-b52f73a7fdb7,2025-10-11 14:55:40,3125.96,23482.07,20356.11,8,Transfer,ATM,0,0,0
Tracy Evans,45,7701cbb0-4f77-4839-bc83-03e277969e9d,2025-04-24 05:15:25,139.22,31603.87,31464.65,15,ATM Withdrawal,Mobile,0,0,0
John Smith,73,73f720e4-65bb-425a-8037-c433e4f82638,2025-10-20 12:52:43,981.36,29064.42,28083.06,11,Transfer,Web,0,0,0
Matthew Graham,74,03a19182-8169-4ad0-9b5c-9aedc41b6d15,2025-03-22 20:51:08,5442.19,28396.95,22954.76,7,Bill Payment,Mobile,0,0,0
Jennifer Rivas,22,b240efcd-0300-4343-8d67-8d7d43f091d5,2025-09-03 21:14:04,1415.65,27318.75,25903.1,2,Transfer,POS,0,0,0
Kelly Wilson,35,4a07b5de-bc18-41c6-b598-40b3bf5ea62d,2025-08-09 02:15:25,422.7,36228.7,35806.0,9,Online Purchase,ATM,0,0,0
Monica Williams,62,1e02504a-4bf5-4312-9541-56778c686eec,2025-05-26 21:18:18,2111.25,34916.96,32805.71,10,Bill Payment,Mobile,0,0,0
Carrie Hartman,26,d46d84b4-7a44-4f2e-bdf1-db14bc9d921c,2025-03-02 01:58:57,422.34,21595.39,21173.05,17,Transfer,Web,0,0,0
Ashley Peterson,33,ceb20070-44ef-430c-b9b7-4f469789da89,2025-02-09 18:01:26,24.82,36134.44,36109.62,7,Online Purchase,Mobile,0,0,0
Rachel Lee,37,54f1c13e-c52a-4075-8161-3e6e63d4165b,2025-10-13 16:55:40,385.62,27113.09,26727.47,9,Online Purchase,Web,0,0,0
Nathan Dalton,60,fe7bfc93-fa9f-427e-832b-f2b93083b64b,2025-10-09 07:49:29,400.86,48313.87,47913.01,3,Transfer,Mobile,0,0,0
Matthew Smith,71,b8684cc2-2f87-4a77-abc1-b3059ad6db6c,2025-03-20 18:35:17,2808.31,23208.34,20400.03,17,Online Purchase,POS,0,0,0
Bryan Gonzalez,43,d127c1af-de53-4685-aad2-57dcc77170ce,2025-06-30 13:38:25,916.27,41841.77,40925.5,8,Online Purchase,ATM,0,0,0
Jennifer Larson,36,51f25c41-eee2-430c-a11b-120db67aa542,2025-06-01 20:34:45,6671.75,25759.56,19087.81,5,Transfer,ATM,0,0,0
William Henry,18,b91eac3d-6bee-4d5c-92fe-3e3501c4f5fa,2025-02-13 23:21:59,173.52,11769.86,11596.34,19,Online Purchase,ATM,0,1,1
Jacob Harris,29,6b1241ac-2060-4591-a5b7-1ab3b91572f0,2025-05-17 04:48:45,1028.93,30681.78,29652.85,17,Transfer,Web,0,0,0
Frances Walker,61,87c53f29-d906-454b-8c49-57875894f6b2,2025-06-20 04:46:58,214.12,10362.16,10148.04,8,ATM Withdrawal,ATM,0,0,0
Jamie Mccoy,42,7c52e48c-d8b6-4a6d-9f05-d8a44c5b188c,2025-08-06 00:37:40,2549.28,46767.14,44217.86,12,Bill Payment,POS,0,0,0
Connie Price,46,0a62db36-f5cf-481d-8773-f831c9ad014d,2025-06-07 17:50:32,5806.94,3978.21,-1828.73,2,ATM Withdrawal,POS,0,0,0
Eric West,24,824c520a-948e-4a1c-b9da-8933802b7f12,2025-02-10 13:27:17,9174.84,44209.6,35034.76,5,Transfer,Mobile,0,0,0
Thomas Campbell,66,6ee3ec95-b334-494f-9b28-e614883d6602,2025-01-03 21:22:50,958.99,25170.45,24211.46,3,Transfer,ATM,0,0,0
Danielle Singh,18,8c604f5f-620a-4332-a69f-95508e779d43,2025-04-18 08:29:31,3947.04,30891.15,26944.11,13,Online Purchase,Mobile,0,0,0
Virginia Thomas,48,74d54db9-80e1-4080-9141-f5e231fc0a64,2025-05-28 10:27:17,5267.88,39368.48,34100.6,14,Bill Payment,ATM,0,0,0
Robert Hall,70,74a7e365-2483-48e7-a980-89e4529030e1,2025-02-01 04:01:38,929.5,25087.69,24158.19,17,Online Purchase,ATM,0,0,0
Bryan Hicks,32,d6d08148-9ec5-49a0-b3bc-32f765c70612,2025-06-22 10:38:33,1993.43,4711.03,2717.6,14,Online Purchase,Web,1,0,1
Jacob Green,50,3da05cfa-5a05-45b0-9a3b-1a4965f25718,2025-02-01 04:39:21,2550.69,48132.82,45582.13,3,Online Purchase,POS,0,0,0
Julia Shaw,40,d1566813-4078-4a17-9029-a7f9b3aaf15a,2025-10-20 19:30:08,46.82,27583.32,27536.5,4,ATM Withdrawal,Web,0,0,0
Brooke Russo,44,ec1e5453-a79a-4891-9bd1-1a604d3c7e31,2025-07-30 03:45:47,2697.58,30838.07,28140.49,5,Bill Payment,Mobile,0,0,0
Sharon Beard MD,25,9b457e9f-d3ab-4228-b9a8-2d8480e791b2,2025-10-18 09:17:39,1370.72,8489.24,7118.52,17,ATM Withdrawal,Mobile,0,0,0
Kristen Diaz,47,d5a687a2-adea-489e-b30c-26e68440a721,2025-01-11 04:21:58,40.74,12246.57,12205.83,7,Bill Payment,Mobile,0,1,1
Tiffany Hernandez,41,ce66e40c-7ec6-4806-a0cd-a0211a7c210b,2025-06-20 12:47:16,123.5,36049.28,35925.78,18,Bill Payment,POS,1,0,1
Jeffrey Cox,20,e1469f39-d28f-435e-afd7-14806a48d20a,2025-05-10 20:32:14,650.58,5084.47,4433.89,13,Transfer,Mobile,0,0,0
Jordan Gomez,41,17693c6f-29d3-4db3-803f-22f0c5929837,2025-03-16 21:58:23,2750.85,45512.0,42761.15,10,Transfer,POS,1,0,1
Elizabeth Baker,59,4a05b5f8-9e54-4ed4-bb6f-74c2b85f37fd,2025-04-19 13:06:02,1010.94,22079.07,21068.13,4,ATM Withdrawal,ATM,0,0,0
Collin Knapp,72,3ff74d8f-cf99-4bbe-8cd8-861a9989da6d,2025-04-17 02:26:49,1953.34,38088.68,36135.34,1,Bill Payment,ATM,0,0,0
Jonathan Evans,20,dba80d63-630c-4f1e-b88d-1384ad391e41,2025-02-01 12:59:10,56.74,17426.93,17370.19,16,Bill Payment,Mobile,0,0,0
Cynthia Erickson,31,61ad5066-b262-4463-939a-b6872c23c3ff,2025-09-21 13:12:10,469.68,1840.87,1371.19,13,Transfer,Mobile,0,0,0
Jacqueline Nixon,45,031c42c6-b4bd-4b48-afe2-1b0b209ac64e,2025-05-07 17:30:53,1030.63,31309.18,30278.55,4,Bill Payment,ATM,0,0,0
Jeffrey Hansen,74,7ede0511-8c82-461d-82e6-fea77f886b6f,2025-05-26 12:22:05,869.53,1985.26,1115.73,14,Bill Payment,POS,0,0,0
Wayne Murray,54,616aa532-2e97-4f64-bb6f-eebb45f80b5a,2025-09-29 19:54:23,406.44,41652.45,41246.01,2,Bill Payment,ATM,0,0,0
Gary Wilson Jr.,53,43d875bd-6b44-42f7-8934-b13bc62a6768,2025-04-22 15:10:31,398.46,12909.27,12510.81,9,ATM Withdrawal,ATM,0,0,0
Mark Turner,32,a6891b6a-d729-432c-990c-be4571badaa4,2025-10-02 12:37:20,2919.33,7919.3,4999.97,18,Online Purchase,Mobile,0,0,0
Jennifer Evans,68,89fae7d0-3a59-43ad-b02f-bd8cde348da2,2025-05-30 11:44:17,762.12,25666.12,24904.0,3,ATM Withdrawal,ATM,0,0,0
Victoria Ryan,67,2b25705e-d0f5-4987-994f-db079c854284,2025-03-29 19:17:24,70.03,30835.64,30765.61,4,Bill Payment,POS,0,0,0
Justin Garcia,34,a61c893b-a8bc-4594-928f-45d1d3c95a3b,2025-06-13 04:29:30,440.42,36879.95,36439.53,18,Online Purchase,ATM,0,0,0
Katherine Hartman,24,913de6cf-37b7-4646-a25b-c36445e61208,2025-07-04 18:20:56,928.27,42075.13,41146.86,1,Transfer,Web,0,0,0
Anthony West,67,e245e383-45ba-4053-8c88-90dbdf0aefdd,2025-10-06 12:00:28,479.93,42777.6,42297.67,16,Online Purchase,ATM,0,0,0
Garrett Aguirre,67,c97d8a61-ff38-4245-904b-7d7703fd8dbe,2025-10-06 06:27:21,1801.57,16420.8,14619.23,11,Online Purchase,Mobile,0,0,0
Susan Hughes,67,53e8c887-fbed-46b3-8220-1e075689f26f,2025-05-26 14:00:21,1680.5,45203.77,43523.27,16,ATM Withdrawal,ATM,0,0,0
Deanna Morales,74,5f21579f-1c9b-4224-8bdb-b7e1b9c48c65,2025-06-30 19:01:46,4060.27,37576.68,33516.41,10,ATM Withdrawal,Web,0,0,0
Terry Howard,30,759b14b3-e3d5-420b-8fdf-56b42859c776,2025-08-26 00:50:17,3316.18,31795.71,28479.53,2,ATM Withdrawal,ATM,0,1,1
Jennifer Graham,25,eeccddfc-5561-4462-a0b4-d9eba62475a3,2025-02-22 08:42:02,1369.98,29417.95,28047.97,3,ATM Withdrawal,ATM,0,0,0
Dawn Carter,31,8b565de7-f8f2-43c2-b67b-85c3d0cbd26f,2025-01-08 01:27:31,547.54,3762.47,3214.93,1,Bill Payment,Web,0,1,1
Ricky Kaufman,52,cc2711bf-6579-4107-865c-41920db630b9,2025-04-02 10:53:55,457.51,28842.71,28385.2,15,Bill Payment,Mobile,0,0,0
Shelly Evans,71,9105451f-848d-4fd0-bbc3-4de0fe866cd5,2025-06-09 14:06:19,334.8,24279.76,23944.96,10,Bill Payment,ATM,0,0,0
Elizabeth Henry,18,d64594fb-3afe-4741-a586-5af51aac13e0,2025-07-22 04:08:42,6449.95,37301.19,30851.24,18,ATM Withdrawal,Mobile,0,0,0
Randall Miller,59,1b02f60d-75c3-4826-85c9-6fcf61a320bd,2025-01-17 22:18:33,233.03,46932.09,46699.06,12,ATM Withdrawal,ATM,0,0,0
Jacob Ford,63,2027f848-b8e0-4f37-bf0f-d27cf300a16a,2025-02-11 18:55:13,2396.42,27246.75,24850.33,1,ATM Withdrawal,ATM,0,0,0
Troy Garcia,27,e3480583-2f45-4b49-b6d5-55288a14e3ae,2025-04-23 15:08:42,1905.32,42648.66,40743.34,6,Bill Payment,Mobile,0,0,0
Jeanette Lozano,24,44c5e1da-58ea-4ea4-a47a-a3b1c3790c1c,2025-08-31 00:07:33,974.11,48625.81,47651.7,3,Transfer,POS,0,0,0
Jennifer Brown,33,59c96744-ab6c-4b86-83be-6d67465b33df,2025-02-06 13:17:35,4617.91,43025.44,38407.53,7,Bill Payment,POS,0,0,0
Christine Dixon,65,6441af16-683c-4210-91ed-0bce4556a56e,2025-03-14 17:57:50,2629.91,34416.92,31787.01,4,ATM Withdrawal,ATM,0,0,0
Brandi Becker,68,70e5c8f6-4d56-42b4-b693-28ff2ff43c17,2025-04-28 22:31:36,4132.23,44036.66,39904.43,16,Bill Payment,ATM,0,0,0
Nicole Miller,51,a98d8e23-3ec1-4e06-98b2-a72f79c9ca9a,2025-10-05 00:15:49,194.71,34627.86,34433.15,2,Bill Payment,POS,0,0,0
Clifford Hamilton,55,e2287297-1a78-437d-9fda-e9b2c6ddc90c,2025-09-27 23:43:38,3725.6,32330.41,28604.81,7,ATM Withdrawal,POS,0,0,0
Ryan Ross,58,488480a3-e921-4599-b7bc-16e1269bec8e,2025-02-20 17:38:01,2440.11,34533.16,32093.05,3,Online Purchase,ATM,0,0,0
Breanna Dixon,18,ebef36eb-3c8c-4f8e-837b-9a8898465468,2025-04-18 00:04:21,2103.79,30670.16,28566.37,7,Bill Payment,Web,0,0,0
Aaron Johns,48,b85c51f5-5204-4b98-8387-b54637f266f6,2025-07-11 21:33:17,1309.2,48792.66,47483.46,14,Bill Payment,ATM,1,0,1
Jeffery Reed,43,bed94c96-5aa4-4456-b68d-6e4ca2fdcf5b,2025-01-05 18:08:46,1234.63,35661.29,34426.66,1,Online Purchase,POS,0,0,0
Michael Moreno,41,e6b504dc-9a59-48d9-9289-dd4bc8c7ce76,2025-10-16 07:43:52,639.89,12275.49,11635.6,19,ATM Withdrawal,Mobile,0,0,0
Laura Miller,34,688198f0-d808-473c-a660-85f7d7c9aee4,2025-01-08 00:08:47,1003.79,5278.11,4274.32,9,Bill Payment,ATM,0,0,0
Michael Fry,32,6dd84573-77d1-4e6d-b8f5-37e4ac5d6e16,2025-07-01 20:51:12,1000.82,8795.48,7794.66,4,Online Purchase,POS,0,0,0
Joanna Morgan,24,ac27b6fb-cff5-4819-8af8-ef8955d2a4e5,2025-08-13 16:37:35,448.7,28609.74,28161.04,1,Bill Payment,ATM,1,0,1
Yolanda Doyle,65,55f18a3a-d17e-46de-8a43-b0222edc4370,2025-08-06 05:50:51,4459.13,12905.28,8446.15,5,ATM Withdrawal,POS,0,0,0
Lynn Mccarthy,66,a44b12f6-03ce-4f8e-b667-a75a5c32c43d,2025-09-25 05:24:40,1721.54,24179.24,22457.7,1,Transfer,Mobile,0,0,0
Edwin Hernandez,22,2d22ed03-c591-4766-8cdf-edf71f5672c2,2025-06-14 20:44:43,2763.44,9650.77,6887.33,13,Bill Payment,Web,0,0,0
Felicia Alvarez,62,657c303e-41e5-4f71-81d1-98daab1e1f31,2025-03-12 16:34:09,2488.2,9431.54,6943.34,19,ATM Withdrawal,ATM,0,1,1
Jason Price,32,b381f107-07a0-4be7-b5ee-4dc2a47efe58,2025-03-19 22:44:43,191.38,33399.43,33208.05,18,Transfer,Web,1,0,1
Katherine Smith,60,5c5783f5-fc28-4215-9760-4c1aa81c7334,2025-09-15 20:37:14,5123.41,2564.79,-2558.62,8,Bill Payment,Web,1,0,1
Cheryl Macias,26,7131554b-96c2-4182-97e9-35cd03945ddd,2025-04-12 03:58:34,859.85,26647.55,25787.7,14,Bill Payment,POS,0,0,0
Anthony Taylor,21,e9e3f98d-c488-4b2c-8a20-0004fa54bb36,2025-01-30 19:58:37,1754.76,37559.61,35804.85,4,ATM Withdrawal,Mobile,0,0,0
Kevin Morgan,52,6cf4c1c7-9cbb-4d00-8b2f-fd0ad520a2fe,2025-02-17 12:55:47,380.68,44612.21,44231.53,15,ATM Withdrawal,Mobile,0,0,0
Jared Brown,65,2d80d7b5-33e7-4927-aa4e-e16132227427,2025-04-21 13:43:51,1519.26,29879.76,28360.5,19,Transfer,ATM,0,0,0
Erin Evans,22,a25b2bec-001e-4b8a-bddf-4fd4c8e528d8,2025-06-04 04:10:27,2045.51,31248.73,29203.22,18,ATM Withdrawal,POS,0,0,0
William Young,55,c07d30d4-c87d-47f6-b891-7023a4ebcb6d,2025-08-23 18:24:19,197.32,13159.87,12962.55,14,ATM Withdrawal,ATM,0,0,0
Sara Dorsey,21,a8fbea5a-4a5e-4dc3-ac49-c20444a08b20,2025-03-31 12:24:46,649.29,36001.59,35352.3,11,Online Purchase,POS,1,0,1
Laura Trujillo,74,84afbda7-bfab-4c24-b63f-30a5850b318c,2025-03-10 15:21:33,4605.42,26899.23,22293.81,3,Bill Payment,Web,0,0,0
Danny Cole,24,c2bf6838-558f-4b2d-a62b-534898196c07,2025-10-05 15:08:20,2117.1,31293.06,29175.96,6,Transfer,ATM,0,0,0
Joshua Crawford,61,ba84bf30-ba03-4364-a70f-e0281fa11e4e,2025-09-11 09:00:53,3055.88,35701.5,32645.62,3,ATM Withdrawal,Mobile,0,0,0
James Turner,39,bc924339-c689-40db-b806-c4f637f7e7fb,2025-06-14 13:23:37,2184.67,47351.41,45166.74,9,Bill Payment,Mobile,0,0,0
Zachary Deleon,31,a58df2a4-bd30-4a51-8198-7ceb10a76c1a,2025-09-23 13:52:53,37.12,43728.8,43691.68,3,ATM Withdrawal,POS,1,0,1
Scott Wright,41,2eaffc9c-e1ed-41d3-b192-25ab8da4fc93,2025-10-04 19:30:48,3912.98,1694.94,-2218.04,5,ATM Withdrawal,ATM,1,1,1
Heidi Garrison,60,9610db26-16b5-4759-b569-8506382aec0b,2025-02-17 22:57:10,2624.89,46963.02,44338.13,17,Transfer,POS,0,0,0
Nathan Davila,60,8a0620d2-fa47-46a9-bdd3-e3351bec3b3a,2025-04-08 06:51:06,1658.32,27947.87,26289.55,12,ATM Withdrawal,ATM,0,1,1
Morgan Austin,45,746c0538-0e14-4a37-a01b-c5373e0e46e0,2025-08-05 10:32:34,10042.94,29842.97,19800.03,12,Bill Payment,Web,1,0,1
Amy Colon,22,ec22557c-80ac-4171-8dce-d2c22bbb797d,2025-05-24 08:36:20,1601.74,16265.51,14663.77,19,Transfer,ATM,0,0,0
Daniel Olsen,19,45d7cb29-2ecc-497d-b665-40620c0c84d7,2025-10-17 02:31:23,587.75,39360.53,38772.78,18,Online Purchase,Web,0,0,0
Andrew Jones,56,d2e8b113-2c78-474d-bc4a-34dd0be847ba,2025-07-27 03:10:24,1220.31,27097.28,25876.97,5,ATM Withdrawal,ATM,0,1,1
Charles Black,33,6d4947b5-9aef-4518-8fc3-73947aff8bc9,2025-05-29 14:44:58,358.33,34017.29,33658.96,5,ATM Withdrawal,Mobile,0,0,0
Zachary Webb,35,57daa320-7d3f-406b-8fff-1f6d8dbae80b,2025-09-11 00:13:09,230.62,14738.61,14507.99,16,Bill Payment,Mobile,0,0,0
Whitney Vargas,52,93c92298-92de-4a5c-8cce-a101a8eb6e29,2025-10-19 17:56:48,3270.5,2499.13,-771.37,8,Bill Payment,ATM,0,0,0
Jennifer Clayton,31,00faea07-0aa1-4f27-a4b2-d241de081e94,2025-04-02 19:57:59,1246.52,49222.82,47976.3,9,Transfer,ATM,0,0,0
Suzanne Pearson,49,cd1689e1-304f-4e75-8d78-52178d0776c9,2025-06-09 09:15:13,485.56,3395.51,2909.95,6,Transfer,POS,0,0,0
Todd Rowe,59,c28421b3-4ab6-4a19-9668-5f0b7a9d1e94,2025-06-09 22:42:46,539.97,9898.58,9358.61,4,Online Purchase,ATM,0,1,1
Emily Ramirez,39,005c6cf3-cc72-42f8-b0b0-b7a69af2ad30,2025-10-19 19:22:27,2091.21,27289.81,25198.6,3,Online Purchase,POS,0,0,0
Trevor Parker,73,61058a29-d71a-4dd6-a099-92cbf07d8246,2025-04-19 16:57:08,3568.11,2705.05,-863.06,14,Online Purchase,Web,0,0,0
Robert Adkins,60,9a0d664f-41ae-4f90-b4e0-64684d23e449,2025-01-22 14:06:21,1733.73,32128.28,30394.55,1,Online Purchase,Mobile,0,0,0
Laura Fisher,49,0e1201b2-ab6d-47ee-a5f7-61eac09bfe1b,2025-05-17 06:35:16,244.03,40244.37,40000.34,11,Transfer,Web,0,0,0
Robert Wallace,74,6e4ca3ff-f55c-4d57-ae19-8dd00ba308fd,2025-01-17 05:02:53,4335.65,15178.53,10842.88,1,Online Purchase,POS,0,0,0
Jim Lopez,50,fcb80627-350f-4a08-85f6-1721ef20917c,2025-03-14 03:24:57,506.65,14499.74,13993.09,3,Online Purchase,Web,0,0,0
Robert Villa,18,cb05e753-3bc0-4e7e-a1a6-51a52fdf4c24,2025-02-28 09:03:39,767.45,8372.91,7605.46,16,Bill Payment,POS,0,0,0
Kathy Torres,34,6ef3bb52-ccf0-4590-9662-a4abde8f8944,2025-09-20 00:25:17,1857.06,17912.57,16055.51,12,Bill Payment,POS,0,0,0
Mr. Nicholas Ramos,31,77c0127e-6f4e-4c4f-8b03-cfec37ec0977,2025-02-12 23:47:56,1775.74,12963.28,11187.54,8,Transfer,POS,0,0,0
Jennifer Dixon,43,cd61e189-0412-460c-9f1a-19734d10b428,2025-04-05 16:05:49,4961.15,32435.17,27474.02,19,Online Purchase,Web,0,0,0
Kristin Miller,58,5f4894bd-0474-47f6-916c-46f8bc184346,2025-07-27 23:35:28,178.42,38630.8,38452.38,6,Bill Payment,POS,0,0,0
Alexander Brown MD,23,2b36ee89-5621-4eb6-99a0-ce3904ebb468,2025-09-21 20:31:27,3606.3,30178.84,26572.54,7,Online Purchase,ATM,0,0,0
Carlos Mccall,36,3a35d13b-cb16-4e0b-9051-a228fb839444,2025-01-11 13:00:45,3035.39,45742.76,42707.37,6,Transfer,POS,0,0,0
Jon Davis,53,339305ff-4fcf-4a0c-8369-304168f54b8b,2025-02-22 19:53:38,4899.43,30111.6,25212.17,17,Online Purchase,POS,0,0,0
Rita Reed,61,16213a27-b03d-409c-9ea4-d530f5a10fd5,2025-09-22 09:49:46,485.42,24854.13,24368.71,12,Bill Payment,ATM,0,0,0
Nicholas Harris,47,9edda9e3-8c52-4526-91fa-d50d50810dfc,2025-03-16 19:48:33,1129.31,9828.56,8699.25,11,Transfer,Web,0,0,0
Thomas Abbott,43,3679f94a-cc6b-4080-9855-46edae97759d,2025-02-06 20:52:52,309.78,4961.84,4652.06,17,Transfer,Mobile,0,1,1
Melissa Brooks,71,b5daa416-970a-4261-8c0e-7a3c911f7ade,2025-07-22 08:05:40,1824.21,38248.21,36424.0,8,Online Purchase,Web,0,0,0
Ashley Flores,22,c2b9b378-5007-4311-b37a-097efcdbf3a4,2025-04-30 09:34:27,4613.55,35729.31,31115.76,1,Transfer,Web,0,0,0
